mytext,textblob,nrclex,vader,max_emotion,Max_Emotions,sentiment_nrclex
nan,0,{},0,,,0
Tell me Im bootiful and strong I played valorant and remembered it makes me sad everytime I play and now Im depressed InccuDragon Sekillust NSFW Art Tag ItadakiSekeiki BLikelyhoodErianOsamuCh pritongtilapia,-1,"{'anger': 1, 'fear': 1, 'negative': 1, 'sadness': 1}",1,anger,anger,-1
nan,0,{},0,,,0
See an Online Therapist for treating Depression Online Mindfulness Therapy via Skype Contact me to learn more See httpstcosOqwJxM depression depressiontreatment depressionrecovery depressionhelp Peter Strong Psychotherapist specializing in MindfulnessTherapy via Skype for Anxiety Agoraphobia OCD Depression PTSD Addiction OnlineTherapy,1,"{'positive': 1, 'negative': 1, 'sadness': 1}",-1,positive,positive,0
min meditation script to reduce anxiety mentalhealth anxiousmind anxietyrelief depressionhelp depressionsupport emotionalhealth panicattackshttpswwwmyrelaxationonlinedownloadmeditationanxiety httpstcoATImZShN Listen to unlimited relaxing music nature sounds guided meditations and more content designed to help you relax and live better life with less stress,1,"{'positive': 4, 'anger': 1, 'anticipation': 1, 'fear': 1, 'negative': 2, 'sadness': 2, 'joy': 2, 'trust': 1}",1,positive,positive,0
Holistic Depression Treatment Centers What Makes Us Unique httpstcoJUMVMRoZJ depression depressionhelp holistichealing treatment treatmentcenter KIK is a boutique residential treatment center for women specializing in trauma recovery depression anxiety and other womensmentalhealth issues,1,"{'negative': 3, 'sadness': 3, 'positive': 2, 'trust': 1, 'anger': 1, 'anticipation': 1, 'fear': 1}",-1,negative,negative,-1
Contact me if you are looking for Online Mindfulness Therapy for help with depression See httpstcoeigtQmupOZ depression depressiontreatment depressionrecovery depressionhelp Peter Strong Psychotherapist specializing in MindfulnessTherapy via Skype for Anxiety Agoraphobia OCD Depression PTSD Addiction OnlineTherapy,1,"{'negative': 2, 'sadness': 2}",-1,negative,negative,-1
SelfInjury Harm is any deliberate and nonsuicidal act that causes physical harm to ones body Therapy is vital to recovery MentalHealth MentalHealthMatters MentalIllness MentalSupport AnxietySupport StressContributors DepressionHelp TherapyCanHelp InfocusCounseling httpstcoGuQxmFBAR In Focus Counseling LLC specializing in addiction OCD ERP depression cbt and anxiety for colorado montana tweets are not treatment,1,"{'positive': 3, 'fear': 2, 'negative': 4, 'sadness': 2, 'anger': 1, 'anticipation': 1}",-1,negative,negative,-1
Online Therapist for Depression Online Mindfulness Therapy via Skype Contact me to learn more See httpstcosDhtdwhh depression depressiontreatment depressionrecovery depressionhelp Peter Strong Psychotherapist specializing in MindfulnessTherapy via Skype for Anxiety Agoraphobia OCD Depression PTSD Addiction OnlineTherapy,1,"{'positive': 1, 'negative': 1, 'sadness': 1}",-1,positive,positive,0
Definitely worth a read Natural remedies that help fight depression httpstcoAZawpSSVX depression depressionhelp depressed counselling vancouver men mentalhealth Janel Ball MA RCC I tweet about EMDR mens issues selfcare mental health depression and anxiety Instagram janelhealingsolutions,1,"{'positive': 1, 'anger': 3, 'fear': 3, 'negative': 6, 'sadness': 5, 'anticipation': 1}",-1,negative,negative,-1
Testosterone may be used as a monotherapy in dysthymia and minor depression Everything you should know about testosterone levels,-1,"{'negative': 1, 'sadness': 1}",-1,negative,negative,-1
Depressive types seem to be most correlated with unipolar depression and dysthymia without the bipolar range being present and without the anxiety unless also the anxious type I think this is kind of what the older Depressive PD was probably getting at Fantasy romance author Editor Magic transsexual Care Bear Also a bunny Sheher Repped by millercallihan Banner by senqin Abolish the police,1,"{'negative': 3, 'sadness': 4, 'anticipation': 4, 'joy': 3, 'positive': 5, 'surprise': 2, 'trust': 5, 'anger': 1, 'fear': 4}",-1,positive,positive,0
Good morning Selamat pagi Im so so for now Mentally But Im worried that if I get depressed or irritated suddenly I hope nothing will happen Pls have a nice day goodmorning LearnEnglish mentalhealth bpd dysthymia I use this account for learning languages English and sometimes Indonesian,1,"{'negative': 2, 'sadness': 2, 'anger': 1, 'fear': 1, 'surprise': 2, 'anticipation': 2, 'joy': 1, 'positive': 2, 'trust': 2}",-1,negative,negative,-1
Timcast Slippery slope ADHD Dysthymia Generalized Anxiety Disorder Govts should be barred perhaps Wars are ultralethal Coincidence is the word we use when we cant see the levers and the pulleys Emma Bull,0,"{'negative': 1, 'positive': 1, 'trust': 1}",-1,negative,negative,-1
Emotion is the innate weakness of human Time goes by so fast people go in and out of your life You must never miss the opportunity to tell these people how much they mean to you QQ httpstcoAIQXcVbx,1,"{'negative': 1, 'anticipation': 1, 'positive': 1}",-1,negative,negative,-1
postingwhilegay they really tell on themselves in that thread by calling love a complex emotion no it isnt i see somebody that i love and i know that i love them because i feel love it is as elementary as hunger or pain or fear or horniness two thumbs and one testicle,1,"{'joy': 4, 'positive': 4, 'fear': 2, 'negative': 2, 'sadness': 1, 'anger': 1}",1,joy,joy,1
When your brain is always working to suppress anger it doesnt have the vital energy to thrive and depression can result Heres how to heal How Buried Anger Leads to Depression amp How To Heal httpstcoeEOMgPJKL emotion mentalhealth trauma rage ThursdayThoughts httpstcoJwSfpTCGq I discovered that u can change ur life brain by changing ur thoughts while recovering from braininjury suicide attempt Free download httpstcotyIYhbxB,-1,"{'positive': 3, 'anger': 4, 'fear': 3, 'negative': 5, 'sadness': 3, 'anticipation': 2, 'joy': 1, 'trust': 1}",-1,negative,negative,-1
We started out referencing the photo book Fifty Shrinks which helped us understand what drives a therapists choices when creating their office says ProductionDesigner cabmac on the inspiration behind Shrinking Read on cheatsheet TV httpstcoxwPrdgPpL Impact PR is a fullservice PR agency representing behindthecamera and behindthecurtain talent Making an impact hours a day infoimpactprcom,-1,"{'anticipation': 2, 'joy': 1, 'positive': 2}",1,anticipation,anticipation,0
Tutsy You people keep tweeting trash getting the emotion of people high without further saying shit If you have information you feel its too vital to share the choke in it stop doing this rubbish Student of life,1,"{'disgust': 3, 'negative': 4, 'sadness': 2, 'anger': 2, 'positive': 3, 'anticipation': 1, 'joy': 1, 'trust': 1}",1,negative,negative,-1
RT IAmMyBestToday We ALL have triggered moments And that is totally OK But its OUR JOB to OWN every one of them and own our emotional Sniper Gang Breadwinner Beer Enthusiast Drink Pourer Student,1,{},1,,,0
RT BadBalticTakes Below a woman in stands amid ruins looking up the street at what was left of St Nicholas Church Behind her are Interesanto galvu mednieks RT doesnt mean support Retvts nenozm tvta atbalstu,-1,{},-1,,,0
RT ljmackjr Silence isnt empty its full of answers habitually line stepping my way through life LFC,1,{'positive': 1},1,positive,positive,0
RT madnugget CRRJA BillEllmore We want every single minute of video we pay for it I dont care if its an empty room for hou KAG husband father conservative Love singing jazz and my precious girls No DMs please Truth Social SaintJonT,1,"{'anticipation': 2, 'joy': 2, 'positive': 2, 'trust': 2, 'surprise': 1}",1,anticipation,anticipation,0
RT minghaomianhae i just love how even if minghao wasnt there jeonghan still hugged the empty space beside him httpstcotqsWifqJ Physical Therapist z sheher with SVT since,1,"{'joy': 1, 'positive': 1}",1,joy,joy,1
RT elonmusk ZubyMusic We are running out of conspiracies that turned out to be true Can someone manufacture a few more The shelf is Fight dictatorship and big government Legal immigrant who grew up under a Communist regime,1,"{'joy': 1, 'positive': 1, 'trust': 1, 'anger': 1, 'anticipation': 1, 'disgust': 1, 'fear': 3, 'negative': 2, 'sadness': 1}",1,fear,fear,-1
UnitedTimes They are decent its not just tonight just feel we been running on empty for weeks Leicester Leeds West Ham Liverpool even Newcastle We were fortunate in all of them Stay at home red Dont tweet much apart from match day Weve seen it all weve won the lot,1,{'positive': 2},1,positive,positive,0
just finished tlou and now i feel broken and empty suck my nuts gets head smashed in cutely,0,"{'anger': 1, 'fear': 1, 'negative': 3, 'sadness': 1}",-1,negative,negative,-1
RT drsamirparikh Never hesitate to seek help Unmuteyourself Talk to your family friends reach out to an expert endthestigma Dee Sport Counselling Psychologist Head Psychological Services Department of Mental Health and Behavioural Sciences,-1,"{'anticipation': 1, 'positive': 1, 'trust': 1}",1,anticipation,anticipation,0
RT drsamirparikh Never hesitate to seek help Unmuteyourself Talk to your family friends reach out to an expert endthestigma Dee MindSpeakers Mental Health Advocate Fortis Young Mental Health Advocacy Program Batch of,-1,"{'anticipation': 1, 'positive': 1, 'trust': 1}",1,anticipation,anticipation,0
Introducing our new collection Period Positivity Our dedicated collection in collaboration with Moon Bags to create a public dialogue towards period education and break the stigma periodpoverty periodpositivity periodtaboo endthestigma bleedandbloom httpstcoFkOuqJgnT Innovative Fashion With Attitude How Loud Is Your Mouth,1,"{'joy': 1, 'positive': 2, 'anticipation': 1, 'surprise': 1, 'anger': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1}",1,positive,positive,0
Its important to break the stigma surrounding mental health Lets have open conversations and support each other in our struggles mentalhealthmatters endthestigma MentalHealthAwareness Capturing lifes beauty through my lens s tunes fueling my soul politically progressive advocating for mental health and making a difference,1,"{'positive': 3, 'trust': 1, 'surprise': 1, 'anger': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'joy': 1}",1,positive,positive,0
mindjournals have pulled together a few simple productivity hacks that you can apply to almost any area of your life One schedulesmashing goalreaching step at a time mensmentalhealth mentalhealth mentalhealthawareness endthestigma speakup productivity httpstcoTFieUVcl Mens mental health charity aims to see more men outdoors opening up reducing isolation and an opportunity for men to forge new friendships,1,"{'positive': 5, 'anticipation': 2, 'joy': 1, 'negative': 1, 'sadness': 1}",1,positive,positive,0
Productivity isnt just about ticking tasks off a todo list Its about learning to focus on accomplishing the important things in life whatever those things look like to you mensmentalhealth mentalhealth mentalhealthawareness endthestigma speakup productivity httpstcoMVOaxLONKz Mens mental health charity aims to see more men outdoors opening up reducing isolation and an opportunity for men to forge new friendships,1,"{'positive': 7, 'trust': 1, 'joy': 1, 'negative': 1, 'sadness': 1, 'anticipation': 1}",1,positive,positive,0
RT drsamirparikh Never hesitate to seek help Unmuteyourself Talk to your family friends reach out to an expert endthestigma Dee Chaitanyaa Sachde MindSpeakers Mental Health Advocate Fortis Young Mental Health Advocacy Program Batch of fortismhbs,-1,"{'anticipation': 1, 'positive': 1, 'trust': 1}",1,anticipation,anticipation,0
RT drsamirparikh Never hesitate to seek help Unmuteyourself Talk to your family friends reach out to an expert endthestigma Dee Fortis Mental Health Behavioural Sciences aims to better the mental health of individuals society at large Running Helpline,1,"{'anticipation': 1, 'positive': 1, 'trust': 1}",1,anticipation,anticipation,0
RT drsamirparikh Never hesitate to seek help Unmuteyourself Talk to your family friends reach out to an expert endthestigma Dee Lead Counseling Psychology Program Manager Fortis National Mental Health Program fortismhbs,-1,"{'anticipation': 1, 'positive': 1, 'trust': 1}",1,anticipation,anticipation,0
RT taekim I will try to keep my excitement until we will have an official announcement Focus on TAEHYUNG BTSV Only from BTStwt Follow him on Instagram httpstcoKKZFdTQ On spotify httpstcoAQCaAtdj,0,"{'anticipation': 2, 'joy': 1, 'positive': 1, 'surprise': 1, 'trust': 1}",1,anticipation,anticipation,0
RT GoracleNetwork Were humbled by how excited the goragang is about our project Dont just take our word for it check out these amaz ScriptNetwork,1,"{'positive': 3, 'sadness': 1, 'anticipation': 1, 'joy': 1, 'surprise': 1, 'trust': 2}",1,positive,positive,0
Add some excitement to your collection with a gitcoinpresents tsirysndr leijinhai AAAAA KartikRaichura getsundly Jijibianocrypto httpstcoUaUsHfBaWw Helicopter Mechanic,0,"{'anticipation': 1, 'joy': 1, 'positive': 1, 'surprise': 1}",1,anticipation,anticipation,0
If your kid hasnt started spring break yet its coming up for many families Its hard for kids not to get excited about Spring Break For parents this excitement can add more stress to your day Check out these excellent ti httpstcoicOENWjW Independent insurance agent in Belleville MI that offers you more choices and competitive rates on the coverage you need,1,"{'surprise': 3, 'anticipation': 3, 'joy': 3, 'positive': 3, 'trust': 2, 'negative': 1}",1,surprise,surprise,1
RT navertaehyung CHANNEL YOUR EXCITEMENT HERE httpstcognelfBk httpstcomHnQfEaBqO httpstcoENaDummW https Fan Account,0,{},1,,,0
The excitement is building as we look forward to the first heat of this years BMBC Good luck to everyone taking part Watch this space for updates throughout the afternoon PerkeeCoffee BaristaCompetition httpstcolbIWjzTR Established by FundamentallyFoodies to provide exceptional sustainable food GreatTeams create the bmFamily BestPlacetoWork,1,"{'anticipation': 2, 'joy': 4, 'positive': 7, 'surprise': 2, 'trust': 2}",1,positive,positive,0
Want some excitement in your life Check out the bundesligaen s relegation battle httpstcozZskhToC SB Nations Blog On FC Bayern Munich Breaking News Analysis Articles More MiaSanMia Home of World Soccer Talks Best Club Podcast of,1,"{'anticipation': 1, 'joy': 1, 'positive': 1, 'surprise': 1, 'negative': 2, 'anger': 1}",1,negative,negative,-1
having early morning anxiety so i have to gaslight myself into thinking its excitement you feel me dreamer,1,"{'anger': 1, 'anticipation': 2, 'fear': 1, 'negative': 1, 'sadness': 1, 'joy': 1, 'positive': 1, 'surprise': 1}",1,anticipation,anticipation,0
schmidsi Your excitement is a testament to the dedication and hard work you put into your projects and its inspiring to see such a positive outcome Congratulations on your contribution to this achievement Master degree in Computer Science Investin in cryptocurrencies Crypto Programming Ai NFT,1,"{'anticipation': 3, 'joy': 2, 'positive': 5, 'surprise': 1, 'trust': 2}",1,positive,positive,0
